Index,page_url,page_text
3,https://docs.alchemy.com/reference/alchemy-sdk-quickstart,"If you are already using Ethers.js, you should be simply able to replace the Ethers.js Provider object with alchemy.core and it should just work. The Alchemy SDK also supports a number of Ethers.js objects that streamline the development process: Utils : Equivalent to ethers.utils , this provides a number of common Ethers.js utility methods for developers. Contract : An abstraction for smart contract code deployed to the blockchain. ContractFactory : Allows developers to build a Contract object. Wallet : An implementation of Signer that can sign transactions and messages using a private key as a standard Externally Owned Account. 📘 API Surface Overview If you're looking for more information about accessing any of the Alchemy SDK namespaces, objects, or specific implementation details, go to the link above! Alchemy SDK Example Requests 📘 Examples Using the Alchemy SDK You can find a long list of examples on how to use the SDK here. Getting the NFTs owned by an address SDK.js import { NftExcludeFilters, Alchemy } from 'alchemy-sdk'; const alchemy = new Alchemy(); // Get how many NFTs an address owns. alchemy.nft.getNftsForOwner('vitalik.eth').then(nfts => { console.log(nfts.totalCount); }); // Get all the image urls for all the NFTs an address owns. async function main() { for await (const nft of alchemy.nft.getNftsForOwnerIterator('vitalik.eth')) { console.log(nft.media); } } main(); // Filter out spam NFTs. alchemy.nft.getNftsForOwner('vitalik.eth', { excludeFilters:"
4,https://docs.alchemy.com/reference/alchemy-sdk-quickstart,"[NftExcludeFilters.SPAM] }).then(console.log); Getting all the owners of the BAYC NFT SDK.js import { Alchemy } from 'alchemy-sdk'; const alchemy = new Alchemy(); // Bored Ape Yacht Club contract address. const baycAddress = '0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D'; async function main() { for await (const nft of alchemy.nft.getNftsForContractIterator(baycAddress, { // Omit the NFT metadata for smaller payloads. omitMetadata: true, })) { await alchemy.nft .getOwnersForNft(nft.contract.address, nft.tokenId) .then((response) => console.log(""owners:"", response.owners, ""tokenId:"", nft.tokenId) ); } } main(); Get all outbound transfers to a provided address ethers.js import { Alchemy } from 'alchemy-sdk'; const alchemy = new Alchemy(); alchemy.core.getTokenBalances('vitalik.eth').then( console.log ); Questions & Feedback 👍 Feature Requests We'd love your thoughts on what would improve your web3 dev process the most! If you have 5 minutes, tell us what you want at our Feature Request feedback form and we'd love to build it for you: Alchemy SDK Feedback Form If you have any questions, issues, or feedback, please file an issue on GitHub , or drop us a message on our Discord channel for the SDK. ReadMe"
1,https://docs.alchemy.com/docs/tutorials-overview,"🚀 Getting Started Learn how to get started with Alchemy and set up core web3 development tools. As a bonus also learn about the development best practices. Alchemy Quickstart Guide How to Set Up Core Web3 Developer Tools Developer Best Practices 💳 Wallet Set Up The first thing you need for web3 development is a web3 wallet. Learn how to set up a web3 wallet and supercharge it by adding an Alchemy RPC endpoint to it! How to Install a Web3 Wallet How to Add Alchemy RPC Endpoints to Metamask ✨ Alchemy University Alchemy University is the ultimate ecosystem for learning how to build and interact with web3. Our goal is to teach you everything you need to know to start building in web3, from hands on, comprehensive bootcamps to starter code that expedites your workflow. Check out the learning paths below: JavaScript Fundamentals Ethereum Developer Bootcamp Road to Web3 Starter code ✍️ Creating Smart Contracts Learn how to create smart contracts from scratch on blockchains such as Ethereum, Solana and Arbitrum. Hello World Smart Contract Hello World Solana Program NFT Minter Tutorial: How to Create a Full Stack DApp How to Create an NFT on Ethereum Tutorial Arbitrum NFTs: Creating and Deploying ERC-721 How to Build a Solana NFT Collection 🎨 NFTs In this series of tutorials, you will learn everything you need to know about NFTs, for example, airdropping nfts, using Alchemy's NFT API, creating on-chain and off-chain NFT allowlists, creating token gated communities and much more! NFT Project Code Templates NFT API Creating NFT Allowlists"
2,https://docs.alchemy.com/docs/tutorials-overview,"NFT Transactions 💰 DeFi This section is full of knowledge about DeFi, from working with ERC-20 tokens to running ETH 2.0 staking node with Alchemy. We got you covered! ERC-20 Tokens Token Balances Running an Eth2.0 Staking Node or Validator with Alchemy 💸 Transactions Transactions are the most important aspect of blockchains, pretty much everything is done through transactions, from sending the cryptocurrencies to interacting with the smart contracts. In this section you will learn how to send transactions, get transaction history, query transaction data and much more! Understanding Transactions Sending Transactions Transaction History On-chain Events 📣 Streaming Data Learn how to use Alchemy webhooks to stream real-time data. You will learn how to integrate Alchemy webhooks with zapier, creating whale alerts and sending real-time transaction notifications to dapps. How to Integrate Alchemy Webhooks with Zapier How to Get Notifications for NFT Contract Creations in Three Simple Steps How to Create Whale Alert Bots Transaction Notifications WebSocket Subscriptions Custom Webhooks Tutorials 👾 Diving Deeper into Solidity Dive deeper into Solidity concepts and learn about smart contract storage layout, interpreting binaries in solidity and verifying a message signature on Ethereum. What is Smart Contract Storage Layout? What are Payable Functions in Solidity? How to Interpret Binaries in Solidity How to Verify a Message Signature on Ethereum 🖥 Understanding the EVM Explore the EVM from the inside out, learn about archive data, uncle blocks, upgrading Ethereum nodes, Ethereum miner rewards, EIP-1559 and deploying a contract to the same address on multiple networks! How to Get the Latest Block on Ethereum What are Uncle Blocks? What is Archive Data on Ethereum?"
3,https://docs.alchemy.com/docs/tutorials-overview,"Internal Playbook: Upgrading Ethereum Nodes How to Calculate Ethereum Miner Rewards EIP-1559 Resource and Tutorial Hub How to Deploy a Contract to the Same Address on Multiple Networks Web3 Glossary Blockchain 101 🛠SDKs and Libraries Learn how to work with libraries such as Ethers.js and Web3.js. Ethers.js vs Web3.js SDK Comparison What is Ethers.js? How to Fork Ethereum Mainnet 🖼️ Frontend Tutorials Learn how to build beautiful web3 dapps with our front-end tutorials! How to Build ""Buy Me a Coffee"" DeFi dapp How to Create an NFT Gallery How to Build a Staking Dapp How to Build an NFT Marketplace from Scratch How to Build a Token Swap Dapp With 0x API How to Create a Decentralized Twitter with Lens Protocol NFT Minter Tutorial: How to Create a Full Stack DApp How to Build a Solana NFT Collection Integrating Historical Transaction Data into your dApp Building a dApp with Real-Time Transaction Notifications How to Create a Signature Generator DApp 👯‍♀️ Community Tutorials Learn from awesome writers in the web3 space. Click here to learn from community contributors or just click on the next page below! Updated 15 days ago ReadMe"
1,https://docs.alchemy.com/reference/enhanced-apis-overview,"Access the blockchain like never before with Alchemy's continually expanding Enhanced API suite , and web3 developer tools! Query NFTs by the user, trace transactions, get real-time notifications in your dApp, debug smart contracts faster, and do more with Alchemy's supported endpoints. NFT API Alchemy's NFT API allows you to quickly get all the information you need to know about NFTs from the blockchain including Ethereum and Polygon. Rather than searching, indexing, and storing data yourself - you can now make one request to fetch specific NFT information for both ERC-721 and ERC-1155 tokens , like: All NFTs owned by an address Metadata and attributes for a specific NFT token NFT API Tutorials How to Resolve ENS Domains Given a Wallet Address Transfers API Endpoints Transfers are a representation of value being exchanged between two accounts, and sometimes users wish to see the historical transactions associated with a specific account or address. Getting historical transactions is currently an extremely challenging and inefficient task, requiring users to scan the entire blockchain and index everything to search for transactions associated with the desired address. With the Transfers API, users can query all historical transactions for an address in one request! Transfers API Tutorials How to Get Transaction History for an Address on Ethereum How to get historical transactions on Polygon How to Get All NFTs Owned by an Address How to Get NFTs Minted by an Address Transaction Receipts API Fetch all transaction receipts for a block number or a block hash in one API call using the alchemy_getTransactionReceipts method - for mainnet and testnets on Ethereum, Polygon, Optimism, and Arbitrum."
2,https://docs.alchemy.com/reference/enhanced-apis-overview,"The Transaction Receipts API uses less Compute Units (CUs) then batching all the eth_getTransactionReceipt calls for each transaction hash - saving you on compute cost. Token API Easily request information on specific tokens such as metadata or balances . Alchemy currently supports the following endpoints: alchemy_getTokenAllowance - returns the amount the spender is allowed to withdraw from the owner. alchemy_getTokenBalances - returns token balances for a specific address given a list of contracts. alchemy_getTokenMetadata - returns metadata (name, symbol, decimals, logo) for a given token contract address. Token API Tutorials How to Get Token Metadata How to Get Token Balance for an Address Notify API Alchemy provides a set of webhooks for tracking address activity, mined transactions, dropped transactions, and gas prices on several blockchains. Developers can manually create webhooks from within the dashboard, or programmatically create webhooks to track activity for 10+ addresses using the Notify API. Notify API Tutorials Notify API Quickstart How to Integrate Alchemy Webhooks with Zapier Building a dApp with Real-Time Transaction Notifications Trace API Endpoints Trace API methods give developers access to the most detailed information about on-chain activity, and allow users to get a full externality trace on any transaction executed on Ethereum. Unlike the log filtering API, you are able to search and filter based only upon address information. Information returned includes the execution of all CREATE, SUICIDE and all variants of CALL together with input data, output data, gas usage, the amount transferred, and the success status of each individual action."
3,https://docs.alchemy.com/reference/enhanced-apis-overview,"Subscription API Alchemy allows you to subscribe for push updates via Websockets on a variety of real-time alerts, such as pending transactions, log events, new blocks and more! Subscription API Tutorials How to Listen to NFT Mints ReadMe"
1,https://docs.alchemy.com/reference/notify-api-quickstart,"Alchemy Notify is used to subscribe to event notifications that occur on your application. You create a webhook to receive notifications on different types of on-chain activity. Here are a few quick-links: Webhook Types How to Set up Webhooks Don’t have an API key? Sign up or upgrade your plan for access. Get started for free Notify webhook types Below are the Alchemy webhook types and their supported networks. Webhook Type Description Network Custom Webhooks Custom Webhooks allows you to track any smart contract or marketplace activity, monitor any contract creation, or any other on-chain interaction. This gives you infinite data access with precise filter controls to get the blockchain data you need. All Mined Transaction The Mined Transaction webhook notifies your app when a transaction sent through your app (using your API key) gets mined. This is useful for you to further notify the users of your app about the status of the transaction. All Dropped Transactions The Dropped Transaction webhook notifies your app when a transaction sent through your app (using your API key) gets dropped. This is useful for you to further notify the users of your app about the status of the transaction. All Address Activity Alchemy's Address Activity webhook tracks all ETH, ERC20, ERC721 and ERC1155 transfers. This provides your app with real-time state changes when an address sends/receives tokens or ETH. You can specify the addresses for which you want to track this activity. A maximum of 50,000 addresses can be added to a single webhook."
2,https://docs.alchemy.com/reference/notify-api-quickstart,"All NFT Activity The NFT Activity webhook allows you to track ERC721 and ERC1155 token contracts. This provides your app with real-time state changes when an NFT is transferred between addresses. Ethereum, Polygon, Optimism, and Arbitrum NFT Meta Updates The NFT Metadata Updates webhook allows you to track metadata updates for ERC721 and ERC1155 token contracts for Ethereum and Polygon NFTs. This notifies your app when the metadata for an NFT is updated. Ethereum Mainnet & Goerli; Polygon Mainnet & Mumbai V2 Webhook Field definitions Field Description Value webhookId Unique ID of the webhook destination. wh_octjglnywaupz6th id ID of the event. whevt_ogrc5v64myey69ux createdAt The timestamp when webhook was created. 2021-12-07T03:52:45.899Z type Webhook event type. TYPE_STRING event Object-mined transaction. OBJECT Example V2 { ""webhookId"": ""wh_octjglnywaupz6th"", ""id"": ""whevt_ogrc5v64myey69ux"", ""createdAt"": ""2021-12-07T03:52:45.899Z"", ""type"": TYPE_STRING, ""event"": OBJECT } V1 Webhook Event Object Field definitions Field Description Value app Alchemy app name sending the transaction webhook. Demo network Network for the webhook event. MAINNET webhookType The type of webhook. MINED_TRANSACTION timestamp Timestamp when the webhook was created. 2020-07-29T00:29:18.414Z event name Webhook event type. OBJECT For Notify full dependencies and more code examples, go to the GitHub repo ."
3,https://docs.alchemy.com/reference/notify-api-quickstart,"Example Response v1 { ""app"": ""Demo"", ""network"": ""MAINNET"", ""webhookType"": ""MINED_TRANSACTION"", ""timestamp"": ""2020-07-29T00:29:18.414Z"", ""event name"": OBJECT } How to set-up webhooks Setting up a webhook is as simple as adding a new URL to your application. ❗️ NOTE: If you need to add over 10 addresses to the address activity webhook, we recommend adding them through an API call. Set-up webhooks in your dashboard Navigate to the Notify tab in your Alchemy Dashboard . Determine which type of webhook you want to activate. Click the Create Webhook button. Select the app to add the webhook notifications. Add in your unique webhook URL. This is the link to receive requests. The webhook payload might not always be compatible for 3rd party integrations. Test your webhook by clicking the Test Webhook button. Click Create Webhook and your webhook appears in the list. Check your endpoint to see responses. Set-up webhooks programmatically Use the create-webhook endpoint: https://docs.alchemy.com/reference/create-webhook . Webhook IP addresses As an added security measure, you can ensure your webhook notification originates from Alchemy by using one of the following IP addresses: 54.236.136.17 34.237.24.169 Create webhook listeners Webhook listeners receive requests and process event data. The listener responds to the Alchemy server with a 200 status code once you've successfully received the webhook event. Your webhook listener can be a simple server or Slack integration to receive the webhook listener data."
4,https://docs.alchemy.com/reference/notify-api-quickstart,"After setting up the webhooks in your Alchemy dashboard (or programmatically) use the starter code in JavaScript, Python, Go, and Rust below. Here's the GitHub repository for the entire code. JavaScript Python Go Rust import express from ""express""; import { getRequiredEnvVar, setDefaultEnvVar } from ""./envHelpers""; import { addAlchemyContextToRequest, validateAlchemySignature, AlchemyWebhookEvent, } from ""./webhooksUtil""; async function main(): Promise<void> { const app = express(); setDefaultEnvVar(""PORT"", ""8080""); setDefaultEnvVar(""HOST"", ""127.0.0.1""); setDefaultEnvVar(""SIGNING_KEY"", ""whsec_test""); const port = +getRequiredEnvVar(""PORT""); const host = getRequiredEnvVar(""HOST""); const signingKey = getRequiredEnvVar(""SIGNING_KEY""); // Middleware needed to validate the alchemy signature app.use( express.json({ verify: addAlchemyContextToRequest, }) ); app.use(validateAlchemySignature(signingKey)); // Register handler for Alchemy Notify webhook events // TODO: update to your own webhook path app.post(""/webhook-path"", (req, res) => { const webhookEvent = req.body as AlchemyWebhookEvent; // Do stuff with with webhook event here!"
5,https://docs.alchemy.com/reference/notify-api-quickstart,"console.log(`Processing webhook event id: ${webhookEvent.id}`); // Be sure to respond with 200 when you successfully process the event res.send(""Alchemy Notify is the best!""); }); // Listen to Alchemy Notify webhook events app.listen(port, host, () => { console.log(`Example Alchemy Notify app listening at ${host}:${port}`); }); } main(); import hmac import hashlib from django.core.exceptions import PermissionDenied from webhook_server.settings import SIGNING_KEY import json from types import SimpleNamespace def is_valid_signature_for_string_body( body: str, signature: str, signing_key: str ) -> bool: digest = hmac.new( bytes(signing_key, ""utf-8""), msg=bytes(body, ""utf-8""), digestmod=hashlib.sha256, ).hexdigest() return signature == digest class AlchemyWebhookEvent: def __init__(self, webhookId, id, createdAt, type, event): self.webhook_id = webhookId self.id = id self.created_at = createdAt self.type = type self.event = event class AlchemyRequestHandlerMiddleware: def __init__(self, get_response): self.get_response = get_response def __call__(self, request): str_body = str(request.body, request.encoding or ""utf-8"") signature = request.headers[""x-alchemy-signature""] if not is_valid_signature_for_string_body(str_body, signature, SIGNING_KEY): raise PermissionDenied(""Signature validation failed, unauthorized!"")"
6,https://docs.alchemy.com/reference/notify-api-quickstart,"webhook_event = json.loads(str_body) request.alchemy_webhook_event = AlchemyWebhookEvent(**webhook_event) response = self.get_response(request) return response package notify import ( ""crypto/hmac"" ""crypto/sha256"" ""encoding/hex"" ""encoding/json"" ""io/ioutil"" ""log"" ""net/http"" ""time"" ) type AlchemyWebhookEvent struct { WebhookId string Id string CreatedAt time. Time Type string Event map[string]interface{} } func jsonToAlchemyWebhookEvent(body []byte) (*AlchemyWebhookEvent, error) { event := new(AlchemyWebhookEvent) if err := json. Unmarshal(body, &event); err ! = nil { return nil, err } return event, nil } // Middleware helpers for handling an Alchemy Notify webhook request type AlchemyRequestHandler func(http. ResponseWriter, *http. Request, *AlchemyWebhookEvent) type AlchemyRequestHandlerMiddleware struct { handler AlchemyRequestHandler signingKey string } func NewAlchemyRequestHandlerMiddleware(handler AlchemyRequestHandler, signingKey string) *AlchemyRequestHandlerMiddleware { return &AlchemyRequestHandlerMiddleware{handler, signingKey} } func isValidSignatureForStringBody( body []byte, signature string, signingKey []byte, ) bool { h := hmac. New(sha256.New, signingKey) h.Write([]byte(body)) digest := hex. EncodeToString(h. Sum(nil)) return digest == signature } func (arh *AlchemyRequestHandlerMiddleware) ServeHTTP(w http. ResponseWriter, r *http. Request) { signature := r.Header. Get(""x-alchemy-signature"") body, err := ioutil. ReadAll(r. Body) if err ! = nil { http. Error(w, err. Error(), http.StatusInternalServerError) log.Panic(err) return } r.Body."
7,https://docs.alchemy.com/reference/notify-api-quickstart,"Close() isValidSignature := isValidSignatureForStringBody(body, signature, []byte(arh.signingKey)) if !isValidSignature { errMsg := ""Signature validation failed, unauthorized!"" http. Error(w, errMsg, http. StatusForbidden) log.Panic(errMsg) return } event, err := jsonToAlchemyWebhookEvent(body) if err ! = nil { http. Error(w, err. Error(), http. StatusBadRequest) log.Panic(err) return } arh.handler(w, r, event) } use chrono::{DateTime, FixedOffset}; use hex; use hmac::{Hmac, Mac}; use sha2::Sha256; use std::{ future::{ready, Ready}, rc::Rc, }; use serde::{de, Deserialize, Deserializer}; use actix_web::{ dev::{self, Service, ServiceRequest, ServiceResponse, Transform}, error::ErrorBadRequest, error::ErrorUnauthorized, web::BytesMut, Error, HttpMessage, }; use futures_util::{future::LocalBoxFuture, stream::StreamExt}; #[derive(Deserialize)] #[serde(rename_all = ""camelCase"")] pub struct AlchemyWebhookEvent { pub webhook_id: String, pub id: String, #[serde(deserialize_with = ""deserialize_date_time"")] pub created_at: DateTime<FixedOffset>, #[serde(rename = ""type"")] pub webhook_type: String, pub event: serde_json::Value, } fn deserialize_date_time<'a, D>(deserializer: D) -> Result< DateTime<FixedOffset>, D::Error> where D: Deserializer<'a>, { let date_time_string: String = Deserialize::deserialize(deserializer)?; let date_time = DateTime::<FixedOffset>::parse_from_rfc3339(&date_time_string) .map_err(|e|"
